bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window
"[33835, 131310.8]",chr15,89367.0,101549052,HUVEC|chr15:101548960-101549052,101548960,1,chr15,101459591,HUVEC|chr15:101458258-101459591,101458258,101548959.0,101459592.0,chr15,HUVEC|chr15:101459592-101548959,3.0,0.0
"(305587.4, 495816.4]",chr15,345058.0,102181556,HUVEC|chr15:102181200-102181556,102181200,1,chr15,101836140,HUVEC|chr15:101834208-101836140,101834208,102181199.0,101836141.0,chr15,HUVEC|chr15:101836141-102181199,1.0,0.0
"(305587.4, 495816.4]",chr15,345551.0,102183283,HUVEC|chr15:102181693-102183283,102181693,1,chr15,101836140,HUVEC|chr15:101834208-101836140,101834208,102181692.0,101836141.0,chr15,HUVEC|chr15:101836141-102181692,2.0,0.0
"(131310.8, 218794.8]",chr16,137424.0,2198545,HUVEC|chr16:2198208-2198545,2198208,1,chr16,2060782,HUVEC|chr16:2058722-2060782,2058722,2198207.0,2060783.0,chr16,HUVEC|chr16:2060783-2198207,1.0,3.0
"(131310.8, 218794.8]",chr16,137853.0,2199600,HUVEC|chr16:2198637-2199600,2198637,1,chr16,2060782,HUVEC|chr16:2058722-2060782,2058722,2198636.0,2060783.0,chr16,HUVEC|chr16:2060783-2198636,2.0,3.0
"(131310.8, 218794.8]",chr16,138816.0,2199631,HUVEC|chr16:2199600-2199631,2199600,1,chr16,2060782,HUVEC|chr16:2058722-2060782,2058722,2199599.0,2060783.0,chr16,HUVEC|chr16:2060783-2199599,3.0,3.0
"(495816.4, 1672258]",chr16,608176.0,14623159,HUVEC|chr16:14622802-14623159,14622802,1,chr16,14014624,HUVEC|chr16:14013542-14014624,14013542,14622801.0,14014625.0,chr16,HUVEC|chr16:14014625-14622801,1.0,1.0
"[33835, 131310.8]",chr16,82592.0,19078400,HUVEC|chr16:19078348-19078400,19078348,1,chr16,18995754,HUVEC|chr16:18995162-18995754,18995162,19078347.0,18995755.0,chr16,HUVEC|chr16:18995755-19078347,1.0,0.0
"[33835, 131310.8]",chr16,101444.0,19097245,HUVEC|chr16:19097200-19097245,19097200,1,chr16,18995754,HUVEC|chr16:18995162-18995754,18995162,19097199.0,18995755.0,chr16,HUVEC|chr16:18995755-19097199,3.0,1.0
"(131310.8, 218794.8]",chr16,163819.0,19897602,HUVEC|chr16:19894200-19897602,19894200,1,chr16,19730379,HUVEC|chr16:19728576-19730379,19728576,19894199.0,19730380.0,chr16,HUVEC|chr16:19730380-19894199,1.0,0.0
"(131310.8, 218794.8]",chr16,167510.0,19898111,HUVEC|chr16:19897891-19898111,19897891,1,chr16,19730379,HUVEC|chr16:19728576-19730379,19728576,19897890.0,19730380.0,chr16,HUVEC|chr16:19730380-19897890,2.0,0.0
"(495816.4, 1672258]",chr16,919852.0,31881784,HUVEC|chr16:31879664-31881784,31879664,1,chr16,30959810,HUVEC|chr16:30959600-30959810,30959600,31879663.0,30959811.0,chr16,HUVEC|chr16:30959811-31879663,7.0,9.0
"(495816.4, 1672258]",chr16,927388.0,31887816,HUVEC|chr16:31887200-31887816,31887200,1,chr16,30959810,HUVEC|chr16:30959600-30959810,30959600,31887199.0,30959811.0,chr16,HUVEC|chr16:30959811-31887199,13.0,10.0
"(495816.4, 1672258]",chr16,928209.0,31889200,HUVEC|chr16:31888021-31889200,31888021,1,chr16,30959810,HUVEC|chr16:30959600-30959810,30959600,31888020.0,30959811.0,chr16,HUVEC|chr16:30959811-31888020,17.0,10.0
"(495816.4, 1672258]",chr16,931724.0,31892360,HUVEC|chr16:31891536-31892360,31891536,1,chr16,30959810,HUVEC|chr16:30959600-30959810,30959600,31891535.0,30959811.0,chr16,HUVEC|chr16:30959811-31891535,20.0,10.0
"(495816.4, 1672258]",chr16,918835.0,31881784,HUVEC|chr16:31879664-31881784,31879664,1,chr16,30960827,HUVEC|chr16:30960086-30960827,30960086,31879663.0,30960828.0,chr16,HUVEC|chr16:30960828-31879663,6.0,8.0
"(495816.4, 1672258]",chr16,926371.0,31887816,HUVEC|chr16:31887200-31887816,31887200,1,chr16,30960827,HUVEC|chr16:30960086-30960827,30960086,31887199.0,30960828.0,chr16,HUVEC|chr16:30960828-31887199,11.0,9.0
"(495816.4, 1672258]",chr16,927192.0,31889200,HUVEC|chr16:31888021-31889200,31888021,1,chr16,30960827,HUVEC|chr16:30960086-30960827,30960086,31888020.0,30960828.0,chr16,HUVEC|chr16:30960828-31888020,14.0,9.0
"(495816.4, 1672258]",chr16,930707.0,31892360,HUVEC|chr16:31891536-31892360,31891536,1,chr16,30960827,HUVEC|chr16:30960086-30960827,30960086,31891535.0,30960828.0,chr16,HUVEC|chr16:30960828-31891535,16.0,9.0
"(495816.4, 1672258]",chr16,909596.0,31881784,HUVEC|chr16:31879664-31881784,31879664,1,chr16,30970066,HUVEC|chr16:30968298-30970066,30968298,31879663.0,30970067.0,chr16,HUVEC|chr16:30970067-31879663,5.0,7.0
"(495816.4, 1672258]",chr16,917132.0,31887816,HUVEC|chr16:31887200-31887816,31887200,1,chr16,30970066,HUVEC|chr16:30968298-30970066,30968298,31887199.0,30970067.0,chr16,HUVEC|chr16:30970067-31887199,8.0,8.0
"(495816.4, 1672258]",chr16,917953.0,31889200,HUVEC|chr16:31888021-31889200,31888021,1,chr16,30970066,HUVEC|chr16:30968298-30970066,30968298,31888020.0,30970067.0,chr16,HUVEC|chr16:30970067-31888020,10.0,8.0
"(495816.4, 1672258]",chr16,921468.0,31892360,HUVEC|chr16:31891536-31892360,31891536,1,chr16,30970066,HUVEC|chr16:30968298-30970066,30968298,31891535.0,30970067.0,chr16,HUVEC|chr16:30970067-31891535,11.0,8.0
"(305587.4, 495816.4]",chr16,407411.0,31881784,HUVEC|chr16:31879664-31881784,31879664,1,chr16,31472251,HUVEC|chr16:31469475-31472251,31469475,31879663.0,31472252.0,chr16,HUVEC|chr16:31472252-31879663,1.0,1.0
"(305587.4, 495816.4]",chr16,414947.0,31887816,HUVEC|chr16:31887200-31887816,31887200,1,chr16,31472251,HUVEC|chr16:31469475-31472251,31469475,31887199.0,31472252.0,chr16,HUVEC|chr16:31472252-31887199,3.0,2.0
"(305587.4, 495816.4]",chr16,415768.0,31889200,HUVEC|chr16:31888021-31889200,31888021,1,chr16,31472251,HUVEC|chr16:31469475-31472251,31469475,31888020.0,31472252.0,chr16,HUVEC|chr16:31472252-31888020,4.0,2.0
"[33835, 131310.8]",chr16,128610.0,50229929,HUVEC|chr16:50229200-50229929,50229200,1,chr16,50100588,HUVEC|chr16:50099691-50100588,50099691,50229199.0,50100589.0,chr16,HUVEC|chr16:50100589-50229199,1.0,1.0
"(131310.8, 218794.8]",chr16,135660.0,50238114,HUVEC|chr16:50236250-50238114,50236250,1,chr16,50100588,HUVEC|chr16:50099691-50100588,50099691,50236249.0,50100589.0,chr16,HUVEC|chr16:50100589-50236249,2.0,1.0
"(131310.8, 218794.8]",chr16,140751.0,50242914,HUVEC|chr16:50241341-50242914,50241341,1,chr16,50100588,HUVEC|chr16:50099691-50100588,50099691,50241340.0,50100589.0,chr16,HUVEC|chr16:50100589-50241340,3.0,1.0
"(218794.8, 305587.4]",chr16,259002.0,67960791,HUVEC|chr16:67959956-67960791,67959956,1,chr16,67700952,HUVEC|chr16:67700496-67700952,67700496,67959955.0,67700953.0,chr16,HUVEC|chr16:67700953-67959955,1.0,6.0
"[33835, 131310.8]",chr16,65592.0,68367289,HUVEC|chr16:68365360-68367289,68365360,1,chr16,68299766,HUVEC|chr16:68297837-68299766,68297837,68365359.0,68299767.0,chr16,HUVEC|chr16:68299767-68365359,1.0,1.0
"(305587.4, 495816.4]",chr16,306214.0,70688362,HUVEC|chr16:70687742-70688362,70687742,1,chr16,70381526,HUVEC|chr16:70380152-70381526,70380152,70687741.0,70381527.0,chr16,HUVEC|chr16:70381527-70687741,1.0,3.0
"[33835, 131310.8]",chr16,99862.0,87900110,HUVEC|chr16:87899999-87900110,87899999,1,chr16,87800135,HUVEC|chr16:87798994-87800135,87798994,87899998.0,87800136.0,chr16,HUVEC|chr16:87800136-87899998,1.0,0.0
"[33835, 131310.8]",chr16,100283.0,87900800,HUVEC|chr16:87900420-87900800,87900420,1,chr16,87800135,HUVEC|chr16:87798994-87800135,87798994,87900419.0,87800136.0,chr16,HUVEC|chr16:87800136-87900419,2.0,0.0
"[33835, 131310.8]",chr16,103063.0,87903419,HUVEC|chr16:87903200-87903419,87903200,1,chr16,87800135,HUVEC|chr16:87798994-87800135,87798994,87903199.0,87800136.0,chr16,HUVEC|chr16:87800136-87903199,6.0,1.0
"[33835, 131310.8]",chr16,72666.0,88592564,HUVEC|chr16:88592472-88592564,88592472,1,chr16,88519804,HUVEC|chr16:88519024-88519804,88519024,88592471.0,88519805.0,chr16,HUVEC|chr16:88519805-88592471,1.0,0.0
"[33835, 131310.8]",chr16,73030.0,88593220,HUVEC|chr16:88592836-88593220,88592836,1,chr16,88519804,HUVEC|chr16:88519024-88519804,88519024,88592835.0,88519805.0,chr16,HUVEC|chr16:88519805-88592835,2.0,0.0
"[33835, 131310.8]",chr16,73770.0,88593600,HUVEC|chr16:88593576-88593600,88593576,1,chr16,88519804,HUVEC|chr16:88519024-88519804,88519024,88593575.0,88519805.0,chr16,HUVEC|chr16:88519805-88593575,3.0,0.0
"[33835, 131310.8]",chr16,73794.0,88593873,HUVEC|chr16:88593600-88593873,88593600,1,chr16,88519804,HUVEC|chr16:88519024-88519804,88519024,88593599.0,88519805.0,chr16,HUVEC|chr16:88519805-88593599,4.0,0.0
"(131310.8, 218794.8]",chr17,196012.0,882385,HUVEC|chr17:882194-882385,882194,1,chr17,686180,HUVEC|chr17:684836-686180,684836,882193.0,686181.0,chr17,HUVEC|chr17:686181-882193,1.0,0.0
"(131310.8, 218794.8]",chr17,196297.0,882600,HUVEC|chr17:882479-882600,882479,1,chr17,686180,HUVEC|chr17:684836-686180,684836,882478.0,686181.0,chr17,HUVEC|chr17:686181-882478,2.0,0.0
"(131310.8, 218794.8]",chr17,197018.0,883672,HUVEC|chr17:883200-883672,883200,1,chr17,686180,HUVEC|chr17:684836-686180,684836,883199.0,686181.0,chr17,HUVEC|chr17:686181-883199,4.0,1.0
"(131310.8, 218794.8]",chr17,213471.0,899745,HUVEC|chr17:899653-899745,899653,1,chr17,686180,HUVEC|chr17:684836-686180,684836,899652.0,686181.0,chr17,HUVEC|chr17:686181-899652,5.0,1.0
"(305587.4, 495816.4]",chr17,313395.0,1929410,HUVEC|chr17:1927200-1929410,1927200,1,chr17,1613803,HUVEC|chr17:1613408-1613803,1613408,1927199.0,1613804.0,chr17,HUVEC|chr17:1613804-1927199,2.0,2.0
"(305587.4, 495816.4]",chr17,315776.0,1929600,HUVEC|chr17:1929581-1929600,1929581,1,chr17,1613803,HUVEC|chr17:1613408-1613803,1613408,1929580.0,1613804.0,chr17,HUVEC|chr17:1613804-1929580,4.0,2.0
"(305587.4, 495816.4]",chr17,319195.0,1933200,HUVEC|chr17:1933000-1933200,1933000,1,chr17,1613803,HUVEC|chr17:1613408-1613803,1613408,1932999.0,1613804.0,chr17,HUVEC|chr17:1613804-1932999,6.0,2.0
"(305587.4, 495816.4]",chr17,320395.0,1934551,HUVEC|chr17:1934200-1934551,1934200,1,chr17,1613803,HUVEC|chr17:1613408-1613803,1613408,1934199.0,1613804.0,chr17,HUVEC|chr17:1613804-1934199,8.0,3.0
"(305587.4, 495816.4]",chr17,305716.0,1929410,HUVEC|chr17:1927200-1929410,1927200,1,chr17,1621482,HUVEC|chr17:1617600-1621482,1617600,1927199.0,1621483.0,chr17,HUVEC|chr17:1621483-1927199,1.0,1.0
"(305587.4, 495816.4]",chr17,308097.0,1929600,HUVEC|chr17:1929581-1929600,1929581,1,chr17,1621482,HUVEC|chr17:1617600-1621482,1617600,1929580.0,1621483.0,chr17,HUVEC|chr17:1621483-1929580,2.0,1.0
"(305587.4, 495816.4]",chr17,311516.0,1933200,HUVEC|chr17:1933000-1933200,1933000,1,chr17,1621482,HUVEC|chr17:1617600-1621482,1617600,1932999.0,1621483.0,chr17,HUVEC|chr17:1621483-1932999,3.0,1.0
"(305587.4, 495816.4]",chr17,312716.0,1934551,HUVEC|chr17:1934200-1934551,1934200,1,chr17,1621482,HUVEC|chr17:1617600-1621482,1617600,1934199.0,1621483.0,chr17,HUVEC|chr17:1621483-1934199,4.0,2.0
"(131310.8, 218794.8]",chr17,168186.0,4776151,HUVEC|chr17:4776059-4776151,4776059,1,chr17,4607871,HUVEC|chr17:4606815-4607871,4606815,4776058.0,4607872.0,chr17,HUVEC|chr17:4607872-4776058,2.0,5.0
"(131310.8, 218794.8]",chr17,168327.0,4776589,HUVEC|chr17:4776200-4776589,4776200,1,chr17,4607871,HUVEC|chr17:4606815-4607871,4606815,4776199.0,4607872.0,chr17,HUVEC|chr17:4607872-4776199,4.0,5.0
"(131310.8, 218794.8]",chr17,161939.0,4776151,HUVEC|chr17:4776059-4776151,4776059,1,chr17,4614118,HUVEC|chr17:4613239-4614118,4613239,4776058.0,4614119.0,chr17,HUVEC|chr17:4614119-4776058,1.0,4.0
"(131310.8, 218794.8]",chr17,162080.0,4776589,HUVEC|chr17:4776200-4776589,4776200,1,chr17,4614118,HUVEC|chr17:4613239-4614118,4613239,4776199.0,4614119.0,chr17,HUVEC|chr17:4614119-4776199,2.0,4.0
"(305587.4, 495816.4]",chr17,342325.0,17929424,HUVEC|chr17:17929252-17929424,17929252,1,chr17,17586925,HUVEC|chr17:17584687-17586925,17584687,17929251.0,17586926.0,chr17,HUVEC|chr17:17586926-17929251,1.0,2.0
"(305587.4, 495816.4]",chr17,348027.0,17935892,HUVEC|chr17:17934954-17935892,17934954,1,chr17,17586925,HUVEC|chr17:17584687-17586925,17584687,17934953.0,17586926.0,chr17,HUVEC|chr17:17586926-17934953,2.0,2.0
"(218794.8, 305587.4]",chr17,283960.0,31099259,HUVEC|chr17:31097890-31099259,31097890,1,chr17,30813928,HUVEC|chr17:30813313-30813928,30813313,31097889.0,30813929.0,chr17,HUVEC|chr17:30813929-31097889,1.0,0.0
"[33835, 131310.8]",chr17,130483.0,40250514,HUVEC|chr17:40250200-40250514,40250200,1,chr17,40119715,HUVEC|chr17:40118422-40119715,40118422,40250199.0,40119716.0,chr17,HUVEC|chr17:40119716-40250199,1.0,0.0
"(305587.4, 495816.4]",chr17,350040.0,41081400,HUVEC|chr17:41080767-41081400,41080767,1,chr17,40730725,HUVEC|chr17:40729318-40730725,40729318,41080766.0,40730726.0,chr17,HUVEC|chr17:40730726-41080766,1.0,8.0
"[33835, 131310.8]",chr17,83900.0,41560800,HUVEC|chr17:41560679-41560800,41560679,1,chr17,41476777,HUVEC|chr17:41476131-41476777,41476131,41560678.0,41476778.0,chr17,HUVEC|chr17:41476778-41560678,1.0,0.0
"[33835, 131310.8]",chr17,105403.0,42404549,HUVEC|chr17:42404400-42404549,42404400,1,chr17,42298995,HUVEC|chr17:42298507-42298995,42298507,42404399.0,42298996.0,chr17,HUVEC|chr17:42298996-42404399,1.0,1.0
"(495816.4, 1672258]",chr17,549398.0,46676400,HUVEC|chr17:46676200-46676400,46676200,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46676199.0,46126801.0,chr17,HUVEC|chr17:46126801-46676199,7.0,4.0
"(495816.4, 1672258]",chr17,549598.0,46676409,HUVEC|chr17:46676400-46676409,46676400,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46676399.0,46126801.0,chr17,HUVEC|chr17:46126801-46676399,8.0,4.0
"(495816.4, 1672258]",chr17,552798.0,46680000,HUVEC|chr17:46679600-46680000,46679600,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46679599.0,46126801.0,chr17,HUVEC|chr17:46126801-46679599,9.0,4.0
"(495816.4, 1672258]",chr17,564198.0,46692740,HUVEC|chr17:46691000-46692740,46691000,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46690999.0,46126801.0,chr17,HUVEC|chr17:46126801-46690999,10.0,5.0
"(495816.4, 1672258]",chr17,568398.0,46695400,HUVEC|chr17:46695200-46695400,46695200,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46695199.0,46126801.0,chr17,HUVEC|chr17:46126801-46695199,11.0,5.0
"(495816.4, 1672258]",chr17,568798.0,46695973,HUVEC|chr17:46695600-46695973,46695600,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46695599.0,46126801.0,chr17,HUVEC|chr17:46126801-46695599,12.0,5.0
"(495816.4, 1672258]",chr17,569467.0,46697000,HUVEC|chr17:46696269-46697000,46696269,1,chr17,46126800,HUVEC|chr17:46124598-46126800,46124598,46696268.0,46126801.0,chr17,HUVEC|chr17:46126801-46696268,13.0,5.0
"[33835, 131310.8]",chr17,76241.0,47100656,HUVEC|chr17:47098977-47100656,47098977,1,chr17,47022734,HUVEC|chr17:47021177-47022734,47021177,47098976.0,47022735.0,chr17,HUVEC|chr17:47022735-47098976,1.0,1.0
"[33835, 131310.8]",chr17,84064.0,47108000,HUVEC|chr17:47106800-47108000,47106800,1,chr17,47022734,HUVEC|chr17:47021177-47022734,47021177,47106799.0,47022735.0,chr17,HUVEC|chr17:47022735-47106799,2.0,1.0
"[33835, 131310.8]",chr17,90864.0,47113616,HUVEC|chr17:47113600-47113616,47113600,1,chr17,47022734,HUVEC|chr17:47021177-47022734,47021177,47113599.0,47022735.0,chr17,HUVEC|chr17:47022735-47113599,3.0,1.0
"(131310.8, 218794.8]",chr17,135995.0,47922638,HUVEC|chr17:47922400-47922638,47922400,1,chr17,47786403,HUVEC|chr17:47786291-47786403,47786291,47922399.0,47786404.0,chr17,HUVEC|chr17:47786404-47922399,1.0,1.0
"(131310.8, 218794.8]",chr17,136325.0,47922800,HUVEC|chr17:47922730-47922800,47922730,1,chr17,47786403,HUVEC|chr17:47786291-47786403,47786291,47922729.0,47786404.0,chr17,HUVEC|chr17:47786404-47922729,2.0,1.0
"(218794.8, 305587.4]",chr17,284395.0,48071600,HUVEC|chr17:48070800-48071600,48070800,1,chr17,47786403,HUVEC|chr17:47786291-47786403,47786291,48070799.0,47786404.0,chr17,HUVEC|chr17:47786404-48070799,3.0,1.0
"(218794.8, 305587.4]",chr17,285795.0,48072800,HUVEC|chr17:48072200-48072800,48072200,1,chr17,47786403,HUVEC|chr17:47786291-47786403,47786291,48072199.0,47786404.0,chr17,HUVEC|chr17:47786404-48072199,4.0,1.0
"(218794.8, 305587.4]",chr17,287775.0,48074751,HUVEC|chr17:48074180-48074751,48074180,1,chr17,47786403,HUVEC|chr17:47786291-47786403,47786291,48074179.0,47786404.0,chr17,HUVEC|chr17:47786404-48074179,5.0,1.0
"[33835, 131310.8]",chr17,100130.0,58143850,HUVEC|chr17:58142676-58143850,58142676,1,chr17,58042544,HUVEC|chr17:58041383-58042544,58041383,58142675.0,58042545.0,chr17,HUVEC|chr17:58042545-58142675,1.0,0.0
"[33835, 131310.8]",chr17,101575.0,58144200,HUVEC|chr17:58144121-58144200,58144121,1,chr17,58042544,HUVEC|chr17:58041383-58042544,58041383,58144120.0,58042545.0,chr17,HUVEC|chr17:58042545-58144120,2.0,0.0
"(131310.8, 218794.8]",chr17,139269.0,66395179,HUVEC|chr17:66395068-66395179,66395068,1,chr17,66255797,HUVEC|chr17:66255000-66255797,66255000,66395067.0,66255798.0,chr17,HUVEC|chr17:66255798-66395067,1.0,0.0
"(131310.8, 218794.8]",chr17,139964.0,66395920,HUVEC|chr17:66395763-66395920,66395763,1,chr17,66255797,HUVEC|chr17:66255000-66255797,66255000,66395762.0,66255798.0,chr17,HUVEC|chr17:66255798-66395762,2.0,0.0
"(218794.8, 305587.4]",chr18,275574.0,12653423,HUVEC|chr18:12652980-12653423,12652980,1,chr18,12377404,HUVEC|chr18:12376294-12377404,12376294,12652979.0,12377405.0,chr18,HUVEC|chr18:12377405-12652979,1.0,1.0
"(218794.8, 305587.4]",chr18,282394.0,12659915,HUVEC|chr18:12659800-12659915,12659800,1,chr18,12377404,HUVEC|chr18:12376294-12377404,12376294,12659799.0,12377405.0,chr18,HUVEC|chr18:12377405-12659799,2.0,2.0
"(218794.8, 305587.4]",chr18,282623.0,12660933,HUVEC|chr18:12660029-12660933,12660029,1,chr18,12377404,HUVEC|chr18:12376294-12377404,12376294,12660028.0,12377405.0,chr18,HUVEC|chr18:12377405-12660028,3.0,2.0
"(305587.4, 495816.4]",chr18,388607.0,20141265,HUVEC|chr18:20140400-20141265,20140400,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20140399.0,19751792.0,chr18,HUVEC|chr18:19751792-20140399,4.0,0.0
"(305587.4, 495816.4]",chr18,389564.0,20141634,HUVEC|chr18:20141357-20141634,20141357,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20141356.0,19751792.0,chr18,HUVEC|chr18:19751792-20141356,5.0,0.0
"(305587.4, 495816.4]",chr18,390032.0,20142200,HUVEC|chr18:20141825-20142200,20141825,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20141824.0,19751792.0,chr18,HUVEC|chr18:19751792-20141824,6.0,0.0
"(305587.4, 495816.4]",chr18,391807.0,20143825,HUVEC|chr18:20143600-20143825,20143600,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20143599.0,19751792.0,chr18,HUVEC|chr18:19751792-20143599,7.0,0.0
"(305587.4, 495816.4]",chr18,392124.0,20144379,HUVEC|chr18:20143917-20144379,20143917,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20143916.0,19751792.0,chr18,HUVEC|chr18:19751792-20143916,8.0,0.0
"(218794.8, 305587.4]",chr18,280262.0,20032800,HUVEC|chr18:20032055-20032800,20032055,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20032054.0,19751792.0,chr18,HUVEC|chr18:19751792-20032054,1.0,0.0
"(218794.8, 305587.4]",chr18,281007.0,20032813,HUVEC|chr18:20032800-20032813,20032800,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20032799.0,19751792.0,chr18,HUVEC|chr18:19751792-20032799,2.0,0.0
"(218794.8, 305587.4]",chr18,294089.0,20052322,HUVEC|chr18:20045882-20052322,20045882,1,chr18,19751791,HUVEC|chr18:19748992-19751791,19748992,20045881.0,19751792.0,chr18,HUVEC|chr18:19751792-20045881,3.0,0.0
"[33835, 131310.8]",chr18,113531.0,32935544,HUVEC|chr18:32935391-32935544,32935391,1,chr18,32821858,HUVEC|chr18:32820157-32821858,32820157,32935390.0,32821859.0,chr18,HUVEC|chr18:32821859-32935390,1.0,1.0
"(218794.8, 305587.4]",chr18,231939.0,59794397,HUVEC|chr18:59793892-59794397,59793892,1,chr18,59561951,HUVEC|chr18:59560234-59561951,59560234,59793891.0,59561952.0,chr18,HUVEC|chr18:59561952-59793891,1.0,0.0
"(218794.8, 305587.4]",chr18,231685.0,60087367,HUVEC|chr18:60087240-60087367,60087240,1,chr18,59855553,HUVEC|chr18:59853652-59855553,59853652,60087239.0,59855554.0,chr18,HUVEC|chr18:59855554-60087239,1.0,0.0
"(218794.8, 305587.4]",chr18,231845.0,60088593,HUVEC|chr18:60087400-60088593,60087400,1,chr18,59855553,HUVEC|chr18:59853652-59855553,59853652,60087399.0,59855554.0,chr18,HUVEC|chr18:59855554-60087399,2.0,0.0
"(218794.8, 305587.4]",chr18,236702.0,60093200,HUVEC|chr18:60092257-60093200,60092257,1,chr18,59855553,HUVEC|chr18:59853652-59855553,59853652,60092256.0,59855554.0,chr18,HUVEC|chr18:59855554-60092256,3.0,0.0
"(218794.8, 305587.4]",chr18,266713.0,60649998,HUVEC|chr18:60649745-60649998,60649745,1,chr18,60383030,HUVEC|chr18:60382000-60383030,60382000,60649744.0,60383031.0,chr18,HUVEC|chr18:60383031-60649744,1.0,0.0
"[33835, 131310.8]",chr19,56558.0,982781,HUVEC|chr19:982553-982781,982553,1,chr19,925993,HUVEC|chr19:925226-925993,925226,982552.0,925994.0,chr19,HUVEC|chr19:925994-982552,1.0,0.0
"[33835, 131310.8]",chr19,57759.0,983800,HUVEC|chr19:983754-983800,983754,1,chr19,925993,HUVEC|chr19:925226-925993,925226,983753.0,925994.0,chr19,HUVEC|chr19:925994-983753,2.0,0.0
"(131310.8, 218794.8]",chr19,131601.0,2610800,HUVEC|chr19:2610645-2610800,2610645,1,chr19,2479042,HUVEC|chr19:2474733-2479042,2474733,2610644.0,2479043.0,chr19,HUVEC|chr19:2479043-2610644,1.0,0.0
"(131310.8, 218794.8]",chr19,139166.0,2619483,HUVEC|chr19:2618210-2619483,2618210,1,chr19,2479042,HUVEC|chr19:2474733-2479042,2474733,2618209.0,2479043.0,chr19,HUVEC|chr19:2479043-2618209,2.0,0.0
"(305587.4, 495816.4]",chr19,481251.0,9902524,HUVEC|chr19:9902200-9902524,9902200,1,chr19,9420947,HUVEC|chr19:9419970-9420947,9419970,9902199.0,9420948.0,chr19,HUVEC|chr19:9420948-9902199,2.0,6.0
"(305587.4, 495816.4]",chr19,481821.0,9902800,HUVEC|chr19:9902770-9902800,9902770,1,chr19,9420947,HUVEC|chr19:9419970-9420947,9419970,9902769.0,9420948.0,chr19,HUVEC|chr19:9420948-9902769,4.0,6.0
"(131310.8, 218794.8]",chr19,169398.0,9902524,HUVEC|chr19:9902200-9902524,9902200,1,chr19,9732800,HUVEC|chr19:9731350-9732800,9731350,9902199.0,9732801.0,chr19,HUVEC|chr19:9732801-9902199,1.0,1.0
"(131310.8, 218794.8]",chr19,169968.0,9902800,HUVEC|chr19:9902770-9902800,9902770,1,chr19,9732800,HUVEC|chr19:9731350-9732800,9731350,9902769.0,9732801.0,chr19,HUVEC|chr19:9732801-9902769,2.0,1.0
"[33835, 131310.8]",chr19,51657.0,18503571,HUVEC|chr19:18503280-18503571,18503280,1,chr19,18451621,HUVEC|chr19:18451347-18451621,18451347,18503279.0,18451622.0,chr19,HUVEC|chr19:18451622-18503279,1.0,0.0
"(218794.8, 305587.4]",chr19,301422.0,38700800,HUVEC|chr19:38700000-38700800,38700000,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38699999.0,38398577.0,chr19,HUVEC|chr19:38398577-38699999,1.0,0.0
"(305587.4, 495816.4]",chr19,314404.0,38713100,HUVEC|chr19:38712982-38713100,38712982,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38712981.0,38398577.0,chr19,HUVEC|chr19:38398577-38712981,2.0,0.0
"(305587.4, 495816.4]",chr19,314614.0,38714000,HUVEC|chr19:38713192-38714000,38713192,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38713191.0,38398577.0,chr19,HUVEC|chr19:38398577-38713191,3.0,0.0
"(305587.4, 495816.4]",chr19,315422.0,38714770,HUVEC|chr19:38714000-38714770,38714000,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38713999.0,38398577.0,chr19,HUVEC|chr19:38398577-38713999,4.0,0.0
"(305587.4, 495816.4]",chr19,316287.0,38715339,HUVEC|chr19:38714865-38715339,38714865,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38714864.0,38398577.0,chr19,HUVEC|chr19:38398577-38714864,5.0,0.0
"(305587.4, 495816.4]",chr19,318822.0,38717509,HUVEC|chr19:38717400-38717509,38717400,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38717399.0,38398577.0,chr19,HUVEC|chr19:38398577-38717399,6.0,0.0
"(305587.4, 495816.4]",chr19,320622.0,38720183,HUVEC|chr19:38719200-38720183,38719200,1,chr19,38398576,HUVEC|chr19:38397070-38398576,38397070,38719199.0,38398577.0,chr19,HUVEC|chr19:38398577-38719199,7.0,0.0
